name,api
analytics-android-integration-amplitude,"['Next', 'Value', 'Set', 'value', 'Of', 'add', 'double', 'format', 'iterator', 'next', 'int', 'size', 'get', 'long', '<init>', 'has', 'empty', 'float', 'contains', 'boolean', 'Key', 'keys']"
analytics-android-integration-taplytics,"['value', 'Of', 'Code', 'put', 'Map', 'unmodifiable', 'equals', '<init>', 'hash']"
analytics-android-integration-crittercism,"['format', '<init>']"
analytics-android-integration-bugsnag,"['next', 'Class', 'Next', 'format', 'get', 'Name', 'Key', 'Value', '<init>', 'iterator', 'has', 'Local']"
android-ga-tracker,"['next', 'Next', 'add', 'entry', 'List', 'get', 'Key', 'Value', '<init>', 'iterator', 'as', 'Set', 'has']"
simcoe-android,"['v', 'Next', 'value', 'Of', 'add', 'clear', 'format', 'length', 'Empty', 'iterator', 'append', 'All', 'String', 'next', 'copy', 'is', '<init>', 'to', 'has']"
pixalytics,"['Next', 'entry', 'w', 'Char', 'i', 'Value', 'find', 'Thread', 'Gravity', 'Params', 'Set', 'System', 'hash', 'substring', 'Simple', 'Code', 'add', 'value', 'Of', 'By', 'Looper', 'current', 'Main', 'Empty', 'length', 'remove', 'set', 'Ui', 'On', 'iterator', 'All', 'append', 'Id', 'At', 'String', 'next', 'Dimension', 'Color', 'int', 'size', 'delete', 'Padding', 'Background', 'get', 'Name', 'Resource', 'Layout', 'Service', 'is', 'equals', '<init>', 'Resources', 'Text', 'to', 'has', 'Class', 'empty', 'inflate', 'd', 'run', 'put', 'show', 'Map', 'key', 'contains', 'Key', 'Image', 'View', 'Integer', 'Duration']"
bitmovin-player-android-analytics-conviva,"['retain', 'Next', 'abs', 'Preferences', 'parse', 'Pool', 'w', 'Context', 'External', 'register', 'read', 'Signal', 'Real', 'close', 'Code', 'Boolean', 'double', 'Looper', 'format', 'Empty', 'remove', 'Activity', 'Maximum', 'Connecting', 'Screen', 'String', 'Index', 'Shutdown', 'Input', 'edit', 'disconnect', 'Streaming', 'is', 'clone', '<init>', 'listen', 'Override', 'd', 'new', 'Or', 'Host', 'commit', 'Trace', 'print', 'Count', 'Connect', 'keys', 'Caches', 'Current', 'Application', 'post', 'Cell', 'Value', 'Thread', 'Assignable', 'Set', 'System', 'hash', 'Content', 'value', 'open', 'Simple', 'shutdown', 'Array', 'exists', 'Entries', 'length', 'set', 'Stack', 'On', 'Method', 'SQL', 'All', 'Connected', 'as', 'From', 'Resolver', 'int', 'for', 'schedule', 'size', 'Type', 'split', 'Property', 'Rate', 'App', 'unmodifiable', 'Long', 'Output', 'Shared', 'to', 'Stream', 'Column', 'has', 'Class', 'run', 'connect', 'Protocol', 'move', 'push', 'Map', 'Key', 'Display', 'Data', 'on', 'Int', 'Do', 'Restrict', 'Active', 'Capabilities', 'Read', 'List', 'Constructor', 'Status', 'Of', 'add', 'Timeout', 'clear', 'Main', 'my', 'iterator', 'append', 'Storage', 'Directory', 'Id', 'At', 'Info', 'next', 'Hex', 'Metered', 'cancel', 'delete', 'Request', 'Background', 'get', 'Rssi', 'Absolute', 'Service', 'equals', 'Size', 'Message', 'First', 'Num', 'empty', 'Use', 'Now', 'Fixed', 'Ignore', 'Length', 'Case', 'Strength', 'exec', 'contains', 'boolean', 'write', 'encode', 'entry', 'Connection', 'call', 'Time', 'raw', 'i', 'Declared', 'e', 'Lifecycle', 'start', 'Network', 'Callbacks', 'query', 'Path', 'Response', 'Instance', 'Upper', 'Query', 'Mode', 'To', 'submit', 'Dbm', 'Changed', 'Bytes', 'Name', 'pop', 'long', 'unregister', 'Running', 'Processes', 'invoke', 'Cause', 'Pid', 'put', 'key', 'Transport', 'Configured', 'Byte', 'Networks', 'trim']"
analytics-android-integration-intercom,"['entry', 'Next', 'Value', 'Set', 'value', 'Of', 'double', 'remove', 'iterator', 'next', 'int', 'get', 'long', 'equals', '<init>', 'has', 'put', 'contains', 'Key', 'boolean']"
analytics-android-integration-localytics,"['next', 'value', 'Next', 'Of', 'Intent', 'Latitude', 'Speed', 'get', 'Longitude', 'Map', 'set', 'empty', 'Key', 'Value', '<init>', 'iterator', 'has']"
analytics-android-integration-optimizely,"['value', 'Of', '<init>']"
LeanAnalytics,"['Field', 'Accessible', 'Time', 'register', 'e', 'Lifecycle', 'Declared', 'Root', 'Child', 'Callbacks', 'value', 'Of', 'current', 'Millis', 'set', 'Activity', 'On', 'Id', 'append', 'Listeners', 'Entry', 'At', 'String', 'for', 'Resource', 'get', 'Name', 'Listener', '<init>', 'Resources', 'to', 'has', 'Class', 'Local', 'd', 'Count', 'View', 'on', 'Click']"
analytics-android-integration-flurry,"['value', 'Of', 'Ignore', 'Case', 'equals', '<init>']"
android-analytics-debugger,"['abs', 'Next', 'Height', 'parse', 'update', 'Context', 'Draw', 'Code', 'X', 'For', 'format', 'Empty', 'remove', 'Activity', 'Manager', 'from', 'String', 'Layout', 'Resource', 'Animated', 'Listener', 'is', '<init>', 'Resources', 'Package', 'Y', 'Count', 'compare', 'Value', 'Visibility', 'Child', 'Parent', 'hash', 'value', 'length', 'set', 'On', 'Overlays', 'Raw', 'All', 'Update', 'as', 'int', 'size', 'split', 'to', 'has', 'Class', 'run', 'Span', 'Display', 'View', 'on', 'Int', 'Spec', 'Action', 'List', 'Pixel', 'Of', 'Width', 'add', 'By', 'request', 'perform', 'make', 'Id', 'append', 'iterator', 'At', 'Identifier', 'next', 'Background', 'get', 'Result', 'equals', 'Touch', 'Text', 'Size', 'inflate', 'Interpolator', 'Measure', 'Click', 'find', 'start', 'Params', 'Metrics', 'Measured', 'To', 'measure', 'Inflater', 'Dimension', 'Color', 'Padding', 'Window', 'Name', 'long', 'can', 'Default', 'index', 'show', 'of', 'Views', 'Image', 'Duration']"
analytics-android-integration-countly,"['format', 'value', 'Of', '<init>']"
analytics-android-integration-quantcast,"['format', '<init>']"
Batch-Android-google-analytics-dispatcher,"['Parameter', 'Next', 'parse', 'Query', 'Empty', 'iterator', 'next', 'split', 'get', 'is', 'equals', '<init>', 'to', 'has', 'Names', 'Fragment', 'Ignore', 'put', 'Case', 'Lower', 'trim']"
AndroidClientAnalytics,"['Object', 'entry', 'Next', 'abs', 'Time', 'Value', 'Set', 'value', 'Of', 'Boolean', 'sleep', 'clear', 'current', 'Millis', 'length', 'values', 'remove', 'Stack', 'iterator', 'next', 'get', 'opt', 'Long', '<init>', 'has', 'JSON', 'run', 'put', 'Trace', 'print', 'contains', 'Key']"
analytics-android-integration-nielsen-dcr,"['entry', 'Next', 'Application', 'parse', 'matcher', 'Context', 'Time', 'Value', 'find', 'replace', 'Set', 'hash', 'value', 'Of', 'Code', 'compile', 'Instance', 'Millis', 'format', 'Empty', 'Stack', 'Manager', 'iterator', 'append', 'String', 'Info', 'next', 'schedule', 'cancel', 'get', 'Name', 'unmodifiable', 'is', 'equals', '<init>', 'to', 'Package', 'group', 'empty', 'has', 'In', 'put', 'Seconds', 'Trace', 'Map', 'print', 'contains', 'boolean', 'Key']"
skala-analytic,"['Next', 'State', 'Block', 'Application', 'parse', 'Memory', 'Connection', 'Context', 'Ip', 'Address', 'Network', 'System', 'substring', 'value', 'Of', 'add', 'Path', 'format', 'Upper', 'length', 'insert', 'iterator', 'char', 'All', 'append', 'At', 'String', 'Directory', 'Info', 'next', 'Operator', 'Addresses', 'get', 'Name', 'Service', 'is', '<init>', 'Size', 'to', 'has', 'Loopback', 'Default', 'Host', 'put', 'Case', 'list', 'Count', 'Lower', 'Interfaces', 'Data', 'Inet']"
Arena-SDK-Android,"['Object', 'Next', 'Application', 'Context', 'post', 'random', 'Alive', 'write', 'register', 'Lifecycle', 'flush', 'read', 'start', 'close', 'Callbacks', 'hash', 'open', 'Code', 'Simple', 'Of', 'add', 'value', 'clear', 'format', 'Looper', 'length', 'Empty', 'remove', 'Activity', 'Country', 'iterator', 'append', 'All', 'String', 'next', 'Input', 'copy', 'size', 'get', 'Name', 'Language', 'is', 'Output', '<init>', 'to', 'has', 'Class', 'poll', 'UUID', 'Default', 'Delayed', 'File']"
cordova-branch-vs,"['Object', 'Accessible', 'Parameter', 'Next', 'Hierarchical', 'Intent', 'parse', 'Preferences', 'matcher', 'Context', 'Proxy', 'Feature', 'Loader', 'Height', 'Padding', 'Address', 'register', 'read', 'flush', 'close', 'Code', 'Boolean', 'compile', 'scheme', 'For', 'format', 'Looper', 'Received', 'Empty', 'remove', 'matches', 'Activity', 'Manager', 'Float', 'Country', 'Negative', 'Positive', 'String', 'Scheme', 'Input', 'Clip', 'Page', 'edit', 'User', 'disconnect', 'Flags', 'Listener', 'is', '<init>', 'Resources', 'Header', 'Cancelable', 'Package', 'dismiss', 'count', 'Https', 'Priority', 'new', 'arraycopy', 'd', 'Or', 'Host', 'In', 'Error', 'Trace', 'Y', 'print', 'Count', 'authority', 'Lower', 'Connect', 'keys', 'Inet', 'Showing', 'Current', 'Fading', 'center', 'starts', 'Application', 'apply', 'post', 'random', 'Tag', 'Value', 'Thread', 'URL', 'Visibility', 'Primary', 'Set', 'Child', 'System', 'hash', 'Content', 'substring', 'Simple', 'value', 'open', 'Array', 'cast', 'names', 'synchronized', 'length', 'set', 'Stack', 'On', 'Down', 'Method', 'release', 'Line', 'All', 'as', 'Entry', 'From', 'Connected', 'Resolver', 'Enabled', 'int', 'for', 'available', 'size', 'schedule', 'Type', 'split', 'Addresses', 'Property', 'Long', 'Output', 'Shared', 'ends', 'to', 'Stream', 'has', 'Class', 'Local', 'Extras', 'Launch', 'Loopback', 'Item', 'Plain', 'run', 'Button', 'connect', 'Divider', 'Key', 'Fill', 'Bounds', 'Data', 'View', 'on', 'Display', 'Int', 'round', 'Stats', 'Neutral', 'Icon', 'Theme', 'Do', 'Offset', 'Started', 'Active', 'Appearance', 'Animation', 'Action', 'List', 'Position', 'Constructor', 'Read', 'max', 'Decor', 'Drawable', 'replace', 'Double', 'Client', 'Calling', 'Of', 'Extra', 'add', 'acquire', 'sleep', 'Timeout', 'current', 'Millis', 'clear', 'perform', 'Main', 'Script', 'my', 'make', 'iterator', 'append', 'Id', 'At', 'Identifier', 'Info', 'next', 'Layer', 'Web', 'Hex', 'check', 'Attributes', 'Background', 'get', 'Animations', 'Result', 'Request', 'Service', 'equals', 'Language', 'Horizontal', 'Text', 'Message', 'Adapter', 'First', 'Parcelable', 'JSON', 'UUID', 'Ignore', 'Interpolator', 'list', 'Case', 'Category', 'Selector', 'Base', 'contains', 'boolean', 'Click', 'Label', 'After', 'write', 'bind', 'Field', 'encode', 'entry', 'Memory', 'Connection', 'Start', 'Time', 'Title', 'i', 'find', 'Declared', 'Lifecycle', 'e', 'Self', 'start', 'Network', 'Callbacks', 'Metrics', 'query', 'Response', 'Instance', 'Create', 'decode', 'Query', 'Permission', 'Mode', 'Edge', 'build', 'Operator', 'Color', 'Settings', 'copy', 'Url', 'With', 'Assets', 'Bytes', 'await', 'Window', 'Name', 'Upon', 'Execute', 'opt', 'Activities', 'min', 'unregister', 'argb', 'Post', 'invoke', 'Java', 'Names', 'Dismiss', 'Agent', 'Finished', 'Default', 'index', 'put', 'Serializable', 'Opt', 'show', 'key', 'Views', 'Interfaces', 'Delayed', 'load', 'Duration', 'trim']"
FastBle,"['Next', 'Change', 'Context', 'w', 'Feature', 'Char', 'Loader', 'Address', 'peek', 'read', 'close', 'Le', 'Looper', 'format', 'Empty', 'remove', 'Manager', 'from', 'And', 'Characteristic', 'String', 'enable', 'Uuid', 'disconnect', 'Write', 'is', '<init>', 'Services', 'Package', 'd', 'arraycopy', 'Trace', 'print', 'compare', 'stop', 'handle', 'Record', 'Application', 'post', 'send', 'offer', 'Discovered', 'Value', 'Thread', 'Set', 'System', 'obtain', 'value', 'Simple', 'Array', 'length', 'set', 'Stack', 'Method', 'Enabled', 'size', 'create', 'Descriptor', 'Byte', 'Long', 'to', 'has', 'Class', 'poll', 'Remote', 'discover', 'Device', 'connect', 'ceil', 'Key', 'Data', 'on', 'Gatt', 'Int', 'Read', 'Properties', 'Of', 'add', 'request', 'disable', 'clear', 'current', 'Millis', 'Main', 'my', 'Notification', 'iterator', 'append', 'Id', 'next', 'Hex', 'get', 'Rssi', 'digit', 'Service', 'equals', 'Message', 'Adapter', 'Delayed', 'Parcelable', 'Ignore', 'Characteristics', 'Mtu', 'Case', 'contains', 'boolean', 'write', 'entry', 'State', 'Connection', 'Time', 'sort', 'i', 'e', 'quit', 'start', 'Callbacks', 'Timestamp', 'Scan', 'Upper', 'To', 'Changed', 'Bytes', 'Messages', 'Name', 'invoke', 'Default', 'index', 'put', 'Nanos', 'trim']"
BluetoothSPPLibrary,"['Next', 'Bond', 'Address', 'read', 'Discovering', 'close', 'Socket', 'remove', 'from', 'String', 'enable', 'Input', 'Listener', 'is', '<init>', 'listen', 'd', 'Using', 'Record', 'post', 'send', 'Value', 'obtain', 'substring', 'value', 'length', 'set', 'On', 'Enabled', 'Target', 'size', 'create', 'Output', 'to', 'Stream', 'has', 'Extras', 'Remote', 'Item', 'Device', 'connect', 'Data', 'on', 'Int', 'Destroy', 'Action', 'Extra', 'Of', 'add', 'clear', 'make', 'iterator', 'append', 'next', 'cancel', 'get', 'Service', 'equals', 'Text', 'Message', 'Adapter', 'Parcelable', 'contains', 'Click', 'write', 'State', 'e', 'start', 'Create', 'accept', 'To', 'With', 'Bytes', 'Name', 'byte', 'Bonded', 'Discovery', 'Rfcomm', 'Default', 'put', 'show', 'Devices', 'Delayed']"
Android-Scanner-Compat-Library,"['Next', 'Parcel', 'w', 'Loader', 'singleton', 'Address', 'read', 'flush', 'Safely', 'Batching', 'Le', 'Code', 'Realtime', 'Boolean', 'Looper', 'Empty', 'remove', 'from', 'And', 'String', 'Uuid', 'Offloaded', 'Tx', 'is', 'Filtering', '<init>', 'Removed', 'arraycopy', 'wrap', 'stop', 'Manufacturer', 'Record', 'order', 'Results', 'Task', 'post', 'send', 'Set', 'Nanos', 'hash', 'value', 'Periodic', 'Array', 'values', 'set', 'Callback', 'From', 'Bluetooth', 'Pending', 'size', 'create', 'Type', 'Equals', 'Byte', 'unmodifiable', 'Long', 'to', 'has', 'Class', 'Extras', 'Interval', 'Device', 'Bits', 'Key', 'Data', 'on', 'Int', 'Most', 'Destroy', 'Action', 'List', 'Status', 'Mask', 'Extra', 'Of', 'add', 'clear', 'Millis', 'Report', 'Main', 'Phy', 'iterator', 'Id', 'append', 'At', 'next', 'elapsed', 'check', 'Delay', 'get', 'Rssi', 'Legacy', 'Service', 'equals', 'Adapter', 'Match', 'Num', 'empty', 'Parcelable', 'Advertising', 'Sid', 'Matches', 'contains', 'Connectable', 'write', 'entry', 'deep', 'Power', 'e', 'quit', 'start', 'Callbacks', 'Timestamp', 'Broadcast', 'Scan', 'Create', 'Significant', 'Mode', 'To', 'build', 'Secondary', 'Primary', 'Bytes', 'Messages', 'Name', 'Supported', 'Default', 'put', 'Scanner', 'key', 'Delayed', 'Least']"
ESCPOS-ThermalPrinter-Android,"['Scaled', 'Next', 'Height', 'parse', 'matcher', 'flush', 'close', 'Code', 'compile', 'Interface', 'Socket', 'Float', 'queue', 'String', 'Uuid', 'initialize', 'Wait', 'is', '<init>', 'arraycopy', 'Trace', 'print', 'wrap', 'Lower', 'Record', 'System', 'hash', 'substring', 'value', 'open', 'Uuids', 'length', 'values', 'Stack', 'Enabled', 'claim', 'Bluetooth', 'size', 'create', 'split', 'Output', 'to', 'Stream', 'has', 'Class', 'Device', 'connect', 'ceil', 'Key', 'round', 'Int', 'List', 'Pixel', 'Of', 'Width', 'By', 'request', 'Bitmap', 'sleep', 'add', 'iterator', 'append', 'next', 'Hex', 'get', 'Service', 'equals', 'Adapter', 'floor', 'Case', 'contains', 'write', 'find', 'start', 'Upper', 'To', 'Bytes', 'Name', 'Bonded', 'Rfcomm', 'Default', 'put', 'index', 'Devices', 'Major', 'Endpoint', 'trim']"
AndroidSmoothBluetooth,"['Record', 'Next', 'Action', 'post', 'send', 'Address', 'Value', 'register', 'read', 'Discovering', 'start', 'close', 'obtain', 'value', 'Of', 'Extra', 'add', 'clear', 'Socket', 'accept', 'Empty', 'To', 'from', 'iterator', 'append', 'String', 'next', 'Enabled', 'Input', 'check', 'Bluetooth', 'int', 'With', 'cancel', 'create', 'Target', 'get', 'Name', 'Insecure', 'Bytes', 'size', 'Service', 'is', 'Output', 'equals', '<init>', 'listen', 'Message', 'Bonded', 'Adapter', 'to', 'Stream', 'Discovery', 'Rfcomm', 'unregister', 'Remote', 'Parcelable', 'has', 'd', 'arraycopy', 'Default', 'Device', 'connect', 'Devices', 'contains', 'Receiver', 'Delayed', 'write', 'Using']"
Bluetooth-Library,"['Record', 'Next', 'Action', 'w', 'Constructor', 'Declared', 'register', 'Thread', 'Pin', 'Discovering', 'read', 'start', 'close', 'System', 'hash', 'Simple', 'Extra', 'Code', 'value', 'Of', 'Instance', 'disable', 'add', 'For', 'Socket', 'set', 'To', 'Activity', 'On', 'from', 'Ui', 'Method', 'Line', 'iterator', 'String', 'enable', 'next', 'Enabled', 'Input', 'cancel', 'create', 'Bytes', 'get', 'Name', 'Insecure', 'Result', 'Service', 'equals', 'Output', 'unregister', '<init>', 'is', 'Message', 'Bonded', 'invoke', 'Stream', 'Adapter', 'Discovery', 'Class', 'Rfcomm', 'Parcelable', 'Remote', 'has', 'new', 'run', 'Device', 'connect', 'Devices', 'Receiver', 'Int', 'write']"
able,"['println', 'Connection', 'Value', 'read', 'Set', 'close', 'hash', 'Simple', 'Code', 'value', 'request', 'Of', 'Instance', 'set', 'And', 'Notification', 'Id', 'append', 'Characteristic', 'String', 'Uuid', 'Type', 'get', 'Rssi', 'Descriptor', 'disconnect', 'Name', 'Service', 'Write', 'equals', '<init>', 'to', 'Services', 'Class', 'Remote', 'Priority', 'discover', 'Device', 'connect', 'Mtu', 'compare', 'boolean', 'Gatt', 'write']"
blue-falcon,"['Next', 'State', 'Connection', 'Change', 'i', 'Address', 'Value', 'read', 'Self', 'start', 'close', 'System', 'Gatt', 'Le', 'value', 'Of', 'add', 'request', 'Scan', 'Permission', 'Mode', 'set', 'remove', 'build', 'from', 'Notification', 'iterator', 'append', 'Characteristic', 'String', 'next', 'Descriptors', 'int', 'check', 'Bluetooth', 'Uuid', 'Changed', 'Type', 'get', 'Rssi', 'Descriptor', 'disconnect', 'Name', 'Service', 'Write', '<init>', 'to', 'Services', 'Adapter', 'has', 'Remote', 'Characteristics', 'discover', 'Device', 'connect', 'Mtu', 'Scanner', 'stop', 'on', 'write']"
pebble-android-sdk,"['Object', 'Next', 'Height', 'parse', 'Action', 'i', 'send', 'max', 'Value', 'register', 'close', 'Content', 'Broadcast', 'value', 'Of', 'Extra', 'Width', 'query', 'add', 'format', 'decode', 'Upper', 'Empty', 'length', 'To', 'values', 'Stack', 'remove', 'from', 'iterator', 'append', 'String', 'Resolver', 'next', 'int', 'for', 'size', 'Bytes', 'min', 'get', 'Name', 'equals', 'is', '<init>', 'byte', 'to', 'First', 'has', 'JSON', 'Previous', 'put', 'Serializable', 'Case', 'Trace', 'move', 'print', 'float', 'contains', 'Lower', 'Key', 'Receiver', 'Byte', 'Int', 'encode']"
nv-bluetooth,"['Next', 'parse', 'matcher', 'Char', 'Range', 'value', 'Of', 'add', 'Array', 'compile', 'format', 'Significant', 'length', 'set', 'matches', 'remove', 'from', 'iterator', 'append', 'char', 'At', 'String', 'next', 'copy', 'min', 'get', '<init>', 'to', 'group', 'has', 'Length', 'arraycopy', 'put', 'Bits', 'Int', 'Least', 'Most']"
EasyBle,"['Next', 'remaining', 'State', 'List', 'Feature', 'send', 'e', 'start', 'System', 'hash', 'Simple', 'Code', 'add', 'value', 'Of', 'disable', 'For', 'format', 'Empty', 'remove', 'matches', 'Activity', 'Manager', 'iterator', 'append', 'String', 'next', 'Enabled', 'min', 'pow', 'get', 'Messages', 'Name', 'unmodifiable', 'Result', 'equals', 'is', '<init>', 'Message', 'Adapter', 'Package', 'Delayed', 'has', 'Class', 'to', 'Ignore', 'Default', 'put', 'Case', 'wrap', 'handle']"
RxBluetoothKotlin,"['Accessible', 'Next', 'Context', 'Feature', 'register', 'read', 'close', 'Le', 'Code', 'Looper', 'Empty', 'Manager', 'from', 'Characteristic', 'String', 'Uuid', 'disconnect', 'lock', 'is', '<init>', 'Package', 'Services', 'Provider', 'Preferred', 'Application', 'Methods', 'post', 'Value', 'System', 'hash', 'value', 'set', 'char', 'Enabled', 'int', 'Bluetooth', 'Descriptor', 'to', 'has', 'Class', 'Remote', 'discover', 'Device', 'connect', 'Key', 'Gatt', 'Int', 'Properties', 'Extra', 'Of', 'request', 'Main', 'Phy', 'Notification', 'iterator', 'append', 'next', 'get', 'Rssi', 'Service', 'equals', 'Adapter', 'Characteristics', 'Mtu', 'contains', 'boolean', 'write', 'Field', 'Declared', 'Superclass', 'Fields', 'unlock', 'Permissions', 'Name', 'long', 'unregister', 'invoke', 'Scanner', 'Receiver']"
easyble,"['Sequence', 'Accessible', 'Next', 'println', 'Pool', 'Bond', 'Loader', 'Feature', 'Address', 'register', 'read', 'close', 'Le', 'Code', 'Looper', 'format', 'Empty', 'remove', 'Manager', 'from', 'And', 'Characteristic', 'String', 'Uuid', 'disconnect', 'Write', 'clone', 'is', '<init>', 'Services', 'Package', 'new', 'arraycopy', 'Trace', 'print', 'compare', 'wrap', 'stop', 'Record', 'order', 'post', 'send', 'Value', 'Thread', 'System', 'hash', 'Cached', 'obtain', 'value', 'Simple', 'Content', 'Array', 'length', 'set', 'values', 'Stack', 'Method', 'All', 'char', 'Resolver', 'Enabled', 'execute', 'int', 'for', 'Bluetooth', 'size', 'Target', 'create', 'Type', 'Descriptor', 'Byte', 'Long', 'to', 'has', 'Class', 'Remote', 'run', 'discover', 'Device', 'connect', 'Gatt', 'Int', 'remaining', 'Action', 'position', 'Range', 'Of', 'add', 'request', 'sleep', 'Annotation', 'clear', 'current', 'Millis', 'Main', 'Notification', 'iterator', 'append', 'At', 'next', 'Hex', 'check', 'get', 'Rssi', 'Service', 'equals', 'Message', 'Adapter', 'Parcelable', 'Mtu', 'Case', 'contains', 'boolean', 'Connectable', 'write', 'State', 'Time', 'Declared', 'Location', 'Self', 'start', 'Callbacks', 'Scan', 'Upper', 'Permission', 'To', 'copy', 'Bytes', 'min', 'Messages', 'Name', 'Short', 'Bonded', 'invoke', 'put', 'Devices', 'Scanner', 'Receiver', 'Delayed', 'sub']"
